category,brand_name,brand_slug,menu_name,menu_slug,menu_url,allergens_contains,allergens_may_contain,allergens_unknown,origin_text,source_url,raw_text,checked_at,status,note
pizza,피자헛,pizzahut,베이컨포테이토(M) - 오리지널 엣지 미디엄,pizzahut-011,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;pork;tomato;sulfite,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 돼지고기, 토마토, 아황산류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 핫도그 엣지 라지,pizzahut-012,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 치즈크러스트 골드 라지,pizzahut-013,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 리치골드 라지,pizzahut-014,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 치즈크러스트 라지,pizzahut-015,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 오리지널 엣지 라지,pizzahut-016,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 치즈크러스트 라지,pizzahut-017,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류(굴)",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 리치골드 라지,pizzahut-018,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;pork;beef;tomato;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 돼지고기, 소고기, 토마토, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(L) - 씬 도우 라지,pizzahut-019,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 핫도그 엣지 미디엄,pizzahut-020,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 치즈크러스트 골드 미디엄,pizzahut-021,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 리치골드 미디엄,pizzahut-022,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 치즈크러스트 미디엄,pizzahut-023,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 오리지널 엣지 미디엄,pizzahut-024,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 치즈크러스트 미디엄,pizzahut-025,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류(굴)",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M) - 리치골드 미디엄,pizzahut-026,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;pork;beef;tomato;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 돼지고기, 소고기, 토마토, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 핫도그 엣지 라지,pizzahut-027,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 치즈크러스트 골드 라지,pizzahut-028,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 리치골드 라지,pizzahut-029,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 치즈크러스트 라지,pizzahut-030,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 오리지널 엣지 라지,pizzahut-031,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 리치골드 라지,pizzahut-032,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(L) - 씬 도우 라지,pizzahut-033,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M) - 핫도그 엣지 미디엄,pizzahut-034,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M) - 치즈크러스트 골드 미디엄,pizzahut-035,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M) - 리치골드 미디엄,pizzahut-036,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M) - 치즈크러스트 미디엄,pizzahut-037,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M) - 오리지널 엣지 미디엄,pizzahut-038,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M) - 리치골드 미디엄,pizzahut-039,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,야채(L) - 치즈크러스트 라지,pizzahut-040,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,야채(L) - 리치골드 라지,pizzahut-041,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,야채(M) - 치즈크러스트 미디엄,pizzahut-042,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,야채(M) - 리치골드 미디엄,pizzahut-043,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,모짜렐라 치즈 추가,pizzahut-044,https://www.pizzahut.co.kr,milk,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,우유,2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,수퍼슈프림(M)(야구장) - 리치골드 미디엄,pizzahut-045,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,직화불고기(M)(야구장) - 리치골드 미디엄,pizzahut-046,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,베이컨포테이토(M)(야구장) - 리치골드 미디엄,pizzahut-047,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;pork;sulfite,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 돼지고기, 아황산류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,페페로니(M)(야구장) - 리치골드 미디엄,pizzahut-048,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;pork,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 돼지고기",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,페페로니 러버,pizzahut-049,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,위스콘신 포테이토,pizzahut-050,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;pork;sulfite,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 돼지고기, 아황산류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 핫도그 엣지 라지,pizzahut-051,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 치즈크러스트 골드 라지,pizzahut-052,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 리치골드 라지,pizzahut-053,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 치즈크러스트 라지,pizzahut-054,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 오리지널 엣지 라지,pizzahut-055,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 팬 도우 라지,pizzahut-056,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(L) - 씬 도우 라지,pizzahut-057,https://www.pizzahut.co.kr,milk;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(M) - 핫도그 엣지 미디엄,pizzahut-058,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(M) - 치즈크러스트 골드 미디엄,pizzahut-059,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(M) - 리치골드 미디엄,pizzahut-060,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(M) - 치즈크러스트 미디엄,pizzahut-061,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,치즈 러버(M) - 오리지널 엣지 미디엄,pizzahut-062,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,페페로니 러버(L) - 핫도그 엣지 라지,pizzahut-063,https://www.pizzahut.co.kr,egg;milk;soybean;wheat;tomato;chicken;pork;beef;shellfish,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"계란, 우유, 대두, 밀, 토마토, 닭고기, 돼지고기, 소고기, 조개류",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
pizza,피자헛,pizzahut,페페로니 러버(L) - 치즈크러스트 골드 라지,pizzahut-064,https://www.pizzahut.co.kr,milk;soybean;wheat;tomato;pork,,,공식 원산지 정보 미수집,https://www.pizzahut.co.kr/popup/popup_allergy.do,"우유, 대두, 밀, 토마토, 돼지고기",2026-06-29,수집 완료,피자헛 공식 알레르기 팝업 HTML에서 자동 수집; 원산지는 별도 확인 필요
